product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status
P02486,CLO-02486-2249,Ostrom Lite Running Leggings,Clothing,Activewear,Ostrom,4.88,12.99,SUP231,17,310,,False,2024-08-08,Active
P02487,SPO-02487-8040,Ironclad Deluxe Camping Tent,Sports,Outdoor Recreation,Ironclad,57.13,115.99,SUP017,14,71,,False,2026-03-14,Discontinued
P02488,BEA-02488-4265,Everline Compact Hair Mask,Beauty,Haircare,Everline,5.8,13.99,SUP171,59,491,455.0,False,2026-02-03,Active
P02489,BEA-02489-8402,Harborlight X200 Facial Moisturizer,Beauty,Skincare,Harborlight,7.33,16.99,SUP080,5,359,356.0,False,2026-05-19,Active
P02490,ELE-02490-1278,Ironclad Everyday Plus Screen Protector 2-Pack,Electronics,Mobile Accessories,Ironclad,34.9,47.99,SUP204,19,122,,False,2024-12-26,Active
P02491,BEA-02491-5204,Timbercrest Elite Fragrance Gift Set,Beauty,Fragrances,Timbercrest,23.21,41.99,SUP288,40,203,136.0,False,2024-09-17,Active
P02492,BEA-02492-9459,Ridgeline Max Loofah & Soap Set,Beauty,Bath & Body,Ridgeline,8.5,16.99,SUP068,33,230,216.0,True,2025-04-26,Seasonal
P02493,HOM-02493-4963,ClearPath Lite Wall Art Set,Home & Kitchen,Home Decor,ClearPath,13.5,30.99,SUP171,50,129,,False,2024-04-14,Active
P02494,HOM-02494-8395,Vanture Deluxe Drawer Dividers,Home & Kitchen,Storage & Organization,Vanture,34.15,62.99,SUP102,15,115,,False,2025-10-23,Active
P02495,BOO-02495-4717,UrbanNest Everyday Literary Fiction Hardcover,Books,Fiction,UrbanNest,8.07,15.99,SUP152,8,252,,False,2026-03-04,Active
P02496,GRO-02496-7276,Brightline Ultra Cereal Box,Grocery,Breakfast Foods,Brightline,4.47,7.99,SUP022,51,275,437.0,False,2024-06-03,Active
P02497,AUT-02497-7090,Lumino Compact Backup Camera,Automotive,Car Electronics,Lumino,17.45,36.99,SUP049,15,209,,False,2024-06-29,Active
P02498,ELE-02498-3219,BlueStone Signature Smart Plug,Electronics,Smart Home Devices,BlueStone,67.37,136.99,SUP237,34,81,,False,2024-10-02,Active
P02499,CLO-02499-9528,Cedarwood Pro Compression Shorts,Clothing,Activewear,Cedarwood,11.48,22.99,SUP088,38,196,,False,2025-12-31,Active
P02500,HOM-02500-3695,Novara X200 Area Rug,Home & Kitchen,Home Decor,Novara,21.38,34.99,SUP003,8,183,,False,2024-10-23,Active
P02501,CLO-02501-3411,Foundry Everyday Wrap Dress,Clothing,Women's Apparel,Foundry,2.93,7.99,SUP081,7,597,,True,2025-10-27,Seasonal
P02502,CLO-02502-2583,Driftwood Compact Crew Neck Tee 3-Pack,Clothing,Men's Apparel,Driftwood,11.18,19.99,SUP190,58,341,,True,2026-04-16,Seasonal
P02503,BOO-02503-3571,Trailhaven Advanced Short Story Collection,Books,Fiction,Trailhaven,3.31,5.99,SUP290,28,624,,False,2025-02-03,Active
P02504,BEA-02504-9899,NorthPoint X200 Vitamin C Serum,Beauty,Skincare,NorthPoint,10.52,28.99,SUP258,41,145,523.0,False,2024-05-05,Active
P02505,CLO-02505-6830,Silverpine Series 2 High-Waist Jeans,Clothing,Women's Apparel,Silverpine,8.09,13.99,SUP218,57,201,,False,2026-04-15,Active
P02506,HOM-02506-6519,Foundry Pro Weighted Blanket,Home & Kitchen,Bedding & Linens,Foundry,7.41,12.99,SUP274,22,313,,True,2024-12-04,Seasonal
P02507,CLO-02507-5031,Ostrom Everyday Plus Compression Shorts,Clothing,Activewear,Ostrom,11.42,20.99,SUP185,13,230,,False,2025-06-30,Active
P02508,BEA-02508-3136,Solstice Max Body Mist,Beauty,Fragrances,Solstice,4.77,9.99,SUP154,14,506,300.0,False,2026-05-24,Active
P02509,SPO-02509-1424,Ostrom Classic Cycling Gloves,Sports,Cycling,Ostrom,27.33,38.99,SUP159,14,187,,False,2026-03-29,Active
P02510,BEA-02510-7726,Amberfield Signature Body Lotion,Beauty,Bath & Body,Amberfield,8.64,18.99,SUP275,4,284,247.0,False,2026-01-31,Active
P02511,TOY-02511-1651,Comet Pro 1000-Piece Puzzle,Toys,Board Games & Puzzles,Comet,5.31,13.99,SUP003,7,501,,False,2024-11-18,Active
P02512,BEA-02512-2623,Fernwood Compact Sunscreen SPF50,Beauty,Skincare,Fernwood,6.1,11.99,SUP152,9,295,402.0,False,2025-09-03,Active
P02513,HOM-02513-6440,Driftwood Everyday Comforter,Home & Kitchen,Bedding & Linens,Driftwood,37.18,83.99,SUP221,41,140,,False,2024-10-31,Active
P02514,GRO-02514-5405,Quinley Pro Granola Bites,Grocery,Snacks,Quinley,5.53,8.99,SUP012,24,413,497.0,False,2025-05-15,Active
P02515,ELE-02515-4399,NorthPoint Ultra Fitness Tracker,Electronics,Wearable Tech,NorthPoint,91.0,164.99,SUP247,5,76,,False,2024-11-03,Active
P02516,CLO-02516-6941,Quinley Max Denim Jacket,Clothing,Men's Apparel,Quinley,2.89,7.99,SUP255,22,382,,False,2026-02-03,Active
P02517,AUT-02517-6617,Novara Premium Tire Shine Kit,Automotive,Tire & Wheel Care,Novara,31.48,49.99,SUP155,34,96,,False,2025-11-16,Active
P02518,TOY-02518-3686,Pinnacle Advanced Strategy Game,Toys,Board Games & Puzzles,Pinnacle,2.04,5.99,SUP248,31,435,,False,2026-05-13,Discontinued
P02519,BEA-02519-7774,Harborlight Ultra Eyeshadow Palette,Beauty,Makeup,Harborlight,7.54,13.99,SUP028,44,270,205.0,False,2024-08-30,Active
P02520,HOM-02520-9729,Ashford Everyday Air Fryer,Home & Kitchen,Small Appliances,Ashford,49.69,75.99,SUP274,20,121,,False,2026-04-22,Active
P02521,AUT-02521-4073,Foundry Pro Jump Starter,Automotive,Tools & Equipment,Foundry,134.5,254.99,SUP012,30,51,,False,2024-08-13,Active
P02522,ELE-02522-8197,Quinley Everyday Car Mount,Electronics,Mobile Accessories,Quinley,184.41,394.99,SUP012,31,67,,False,2025-08-05,Active
P02523,BEA-02523-6234,Ostrom Pro Vitamin C Serum,Beauty,Skincare,Ostrom,11.64,30.99,SUP156,24,254,536.0,False,2024-06-07,Active
P02524,AUT-02524-5774,Brightline Signature Mud Flap Set,Automotive,Exterior Accessories,Brightline,25.22,36.99,SUP211,29,147,,True,2025-10-25,Seasonal
P02525,BEA-02525-4802,Brightline Lite Facial Moisturizer,Beauty,Skincare,Brightline,5.21,8.99,SUP200,57,310,360.0,False,2025-12-07,Active
P02526,ELE-02526-6728,ClearPath Everyday Camera Backpack,Electronics,Cameras & Accessories,ClearPath,38.07,68.99,SUP159,13,82,,False,2025-12-08,Active
P02527,GRO-02527-9303,Willowbrook Lite Cereal Box,Grocery,Breakfast Foods,Willowbrook,2.41,3.99,SUP231,19,583,403.0,False,2024-09-09,Active
P02528,BOO-02528-2487,Cedarwood Premium Bedtime Stories Collection,Books,Children's Books,Cedarwood,3.59,5.99,SUP171,45,402,,True,2026-01-08,Seasonal
P02529,HOM-02529-9684,Novara Classic Cast Iron Skillet,Home & Kitchen,Cookware,Novara,46.76,98.99,SUP258,39,153,,False,2024-05-25,Active
P02530,SPO-02530-2852,Novara Elite Yoga Towel,Sports,Yoga & Wellness,Novara,16.51,25.99,SUP026,37,234,,False,2025-10-30,Active
P02531,BEA-02531-7080,Everline Elite Eyeshadow Palette,Beauty,Makeup,Everline,5.59,11.99,SUP294,36,242,292.0,False,2025-03-04,Active
P02532,GRO-02532-6350,Glacier Signature Trail Mix,Grocery,Snacks,Glacier,7.33,11.99,SUP263,45,317,315.0,False,2024-06-13,Active
P02533,HOM-02533-4433,Novara Signature Storage Bin Set,Home & Kitchen,Storage & Organization,Novara,62.44,101.99,SUP270,23,123,,False,2026-06-07,Active
P02534,AUT-02534-7468,Vaultis Ultra Tire Pressure Gauge,Automotive,Tools & Equipment,Vaultis,2.72,4.99,SUP100,19,719,,False,2025-11-23,Active
P02535,BEA-02535-9541,Amberfield Signature Hair Dryer,Beauty,Haircare,Amberfield,5.26,15.99,SUP275,5,498,194.0,False,2024-05-13,Active
P02536,SPO-02536-8401,Harborlight Ultra Bike Water Bottle Cage,Sports,Cycling,Harborlight,13.5,22.99,SUP028,58,275,,False,2024-12-22,Active
P02537,BEA-02537-4019,Vaultis Everyday Sunscreen SPF50,Beauty,Skincare,Vaultis,5.19,11.99,SUP020,8,296,147.0,False,2025-11-04,Active
P02538,ELE-02538-4642,BlueStone Everyday Action Camera,Electronics,Cameras & Accessories,BlueStone,28.89,44.99,SUP115,42,159,,False,2024-07-01,Active
P02539,BEA-02539-5765,Halcyon Everyday Plus Loofah & Soap Set,Beauty,Bath & Body,Halcyon,8.34,20.99,SUP274,17,333,93.0,False,2025-03-07,Active
P02540,CLO-02540-2926,Crestmark Premium High-Waist Jeans,Clothing,Women's Apparel,Crestmark,16.3,35.99,SUP290,39,251,,False,2024-04-03,Active
P02541,BEA-02541-9462,Silverpine Series 2 Hair Dryer,Beauty,Haircare,Silverpine,5.73,14.99,SUP147,21,462,388.0,False,2024-01-21,Active
P02542,TOY-02542-1053,Fernwood Everyday Strategy Game,Toys,Board Games & Puzzles,Fernwood,32.71,83.99,SUP215,12,137,,False,2024-08-07,Active
P02543,PER-02543-6475,Vertex Premium Pulse Oximeter,Personal Care,Health Monitoring,Vertex,9.84,20.99,SUP159,15,219,328.0,False,2025-10-10,Active
P02544,TOY-02544-3429,NorthPoint Classic Water Blaster,Toys,Outdoor Play,NorthPoint,21.18,43.99,SUP026,34,173,,False,2025-04-08,Active
P02545,BOO-02545-4608,Everline Deluxe Graphic Novel Vol. 1,Books,Comics & Graphic Novels,Everline,3.33,5.99,SUP180,16,637,,False,2024-10-08,Active
P02546,CLO-02546-2459,Silverpine Classic Chino Pants,Clothing,Men's Apparel,Silverpine,7.97,16.99,SUP028,44,296,,False,2024-08-13,Active
P02547,BOO-02547-1288,Halcyon Deluxe Self-Help Guide,Books,Non-Fiction,Halcyon,5.31,8.99,SUP182,9,250,,False,2026-01-03,Active
P02548,GRO-02548-6317,Aurelia Lite Herbal Tea Sampler,Grocery,Beverages,Aurelia,3.39,4.99,SUP057,48,437,190.0,False,2025-08-30,Active
P02549,TOY-02549-8112,Quinley Pro 1000-Piece Puzzle,Toys,Board Games & Puzzles,Quinley,17.09,30.99,SUP065,12,233,,False,2026-02-26,Active
P02550,AUT-02550-1980,Fernwood Deluxe Mud Flap Set,Automotive,Exterior Accessories,Fernwood,29.63,52.99,SUP192,58,198,,False,2026-05-29,Active
P02551,GRO-02551-1779,Crestmark Series 2 Pancake Mix,Grocery,Breakfast Foods,Crestmark,8.43,10.99,SUP134,29,262,116.0,False,2025-07-31,Active
P02552,PER-02552-3044,Ostrom Everyday Pulse Oximeter,Personal Care,Health Monitoring,Ostrom,10.18,20.99,SUP248,34,317,203.0,False,2024-02-10,Active
P02553,AUT-02553-1811,Fernwood Ultra Trunk Organizer,Automotive,Interior Accessories,Fernwood,9.1,18.99,SUP193,39,217,,False,2026-05-05,Active
P02554,BEA-02554-4890,Foundry Everyday Plus Loofah & Soap Set,Beauty,Bath & Body,Foundry,21.09,39.99,SUP075,26,150,334.0,False,2024-04-29,Active
P02555,PER-02555-3045,Norwell Signature Grooming Kit,Personal Care,Shaving & Grooming,Norwell,8.79,17.99,SUP226,48,227,530.0,True,2025-10-08,Seasonal
P02556,ELE-02556-5470,Driftwood Classic Wireless Earbuds,Electronics,Headphones & Audio,Driftwood,128.45,249.99,SUP018,40,72,,False,2024-08-13,Active
P02557,ELE-02557-6674,Pinnacle Everyday Tripod Kit,Electronics,Cameras & Accessories,Pinnacle,137.64,267.99,SUP211,28,82,,False,2025-11-30,Active
P02558,GRO-02558-3833,Harborlight Series 2 Popcorn Variety Pack,Grocery,Snacks,Harborlight,2.24,3.99,SUP106,14,740,467.0,True,2026-01-03,Seasonal
P02559,CLO-02559-9038,Amberfield Advanced Toddler Joggers,Clothing,Kids' Apparel,Amberfield,11.74,28.99,SUP077,22,253,,True,2025-12-24,Seasonal
P02560,GRO-02560-5573,Halcyon Compact Coffee Pods Box,Grocery,Beverages,Halcyon,8.09,11.99,SUP155,48,296,137.0,False,2024-09-04,Active
P02561,PER-02561-1074,Solstice Premium Razor Set,Personal Care,Shaving & Grooming,Solstice,9.01,16.99,SUP274,21,352,320.0,False,2025-08-08,Active
P02562,GRO-02562-4899,Halcyon Lite Cereal Box,Grocery,Breakfast Foods,Halcyon,2.23,3.55,SUP064,13,802,255.0,False,2024-06-23,Active
P02563,GRO-02563-7101,BlueStone Premium Popcorn Variety Pack,Grocery,Snacks,BlueStone,14.91,20.99,SUP299,11,254,354.0,False,2026-03-20,Active
P02564,BOO-02564-5094,Copperfield Pro Biography,Books,Non-Fiction,Copperfield,9.31,16.99,SUP167,26,301,,True,2024-05-19,Seasonal
P02565,ELE-02565-5693,Palisade Classic Over-Ear Headphones,Electronics,Headphones & Audio,Palisade,24.56,34.99,SUP060,27,195,,False,2026-02-06,Active
P02566,SPO-02566-7690,NorthPoint Pro Hiking Backpack,Sports,Outdoor Recreation,NorthPoint,29.32,64.99,SUP195,45,140,,False,2024-05-16,Active
P02567,BEA-02567-6589,NorthPoint Essential Sunscreen SPF50,Beauty,Skincare,NorthPoint,48.2,102.99,SUP211,25,101,210.0,False,2024-09-20,Active
P02568,PER-02568-2259,Timbercrest Everyday Plus Probiotic Capsules,Personal Care,Vitamins & Supplements,Timbercrest,7.89,11.99,SUP159,14,406,458.0,False,2025-10-18,Active
P02569,SPO-02569-7210,Harborlight Elite Basketball,Sports,Team Sports Gear,Harborlight,16.12,33.99,SUP028,47,205,,True,2026-05-24,Seasonal
P02570,ELE-02570-2146,Silverpine Premium Sleep Tracker Ring,Electronics,Wearable Tech,Silverpine,14.81,28.99,SUP245,14,219,,False,2025-10-07,Active
P02571,ELE-02571-6930,Harborlight Pro USB-C Hub,Electronics,Laptop Accessories,Harborlight,119.96,183.99,SUP245,13,44,,False,2024-11-08,Active
P02572,ELE-02572-7192,Willowbrook Classic Security Camera,Electronics,Smart Home Devices,Willowbrook,9.14,14.99,SUP219,23,272,,False,2024-10-10,Active
P02573,PER-02573-8474,Aurelia Everyday Plus Shaving Cream,Personal Care,Shaving & Grooming,Aurelia,8.66,19.99,SUP218,57,248,89.0,False,2025-07-29,Active
P02574,SPO-02574-9839,Vaultis Advanced Yoga Mat,Sports,Fitness Equipment,Vaultis,28.96,56.99,SUP104,22,115,,False,2025-02-13,Active
P02575,BEA-02575-1981,Copperfield X200 Eyeshadow Palette,Beauty,Makeup,Copperfield,4.97,10.99,SUP147,19,525,450.0,False,2024-07-07,Active
P02576,HOM-02576-9774,Aurelia Ultra Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Aurelia,95.14,166.99,SUP187,38,101,,False,2025-07-26,Active
P02577,AUT-02577-3010,Ridgeline X200 Wheel Cleaner,Automotive,Tire & Wheel Care,Ridgeline,3.56,6.99,SUP034,48,635,,False,2025-01-31,Active
P02578,HOM-02578-1152,Crestmark Everyday Wall Art Set,Home & Kitchen,Home Decor,Crestmark,72.53,101.99,SUP171,55,75,,True,2026-06-08,Discontinued
P02579,SPO-02579-8600,Kestrel Everyday Plus Foam Roller,Sports,Fitness Equipment,Kestrel,30.85,47.99,SUP023,59,155,,False,2024-01-27,Active
P02580,TOY-02580-9122,Ridgeline Ultra Alphabet Learning Set,Toys,Educational Toys,Ridgeline,13.18,22.99,SUP258,51,183,,False,2025-11-08,Active
P02581,GRO-02581-1640,Novara Premium Herbal Tea Sampler,Grocery,Beverages,Novara,2.17,3.99,SUP027,39,564,155.0,False,2025-12-28,Active
P02582,CLO-02582-5120,UrbanNest Ultra Crew Neck Tee 3-Pack,Clothing,Men's Apparel,UrbanNest,2.45,3.99,SUP225,57,443,,False,2026-01-02,Active
P02583,HOM-02583-9823,Aurelia Advanced Wall Art Set,Home & Kitchen,Home Decor,Aurelia,23.87,44.99,SUP052,67,170,,False,2025-09-30,Active
P02584,BEA-02584-7411,Trailhaven Lite Body Mist,Beauty,Fragrances,Trailhaven,9.08,17.99,SUP274,17,221,63.0,True,2026-06-10,Seasonal
P02585,PER-02585-5091,Novara Signature Blood Pressure Monitor,Personal Care,Health Monitoring,Novara,1.81,3.07,SUP183,23,538,404.0,True,2024-10-09,Seasonal
P02586,SPO-02586-7976,Sunneva Signature Hiking Backpack,Sports,Outdoor Recreation,Sunneva,14.95,33.99,SUP115,44,191,,False,2024-12-13,Active
P02587,AUT-02587-4180,Kestrel Elite Wheel Cleaner,Automotive,Tire & Wheel Care,Kestrel,92.56,133.99,SUP012,25,44,,False,2026-05-02,Active
P02588,CLO-02588-3589,Vanture Compact Denim Jacket,Clothing,Men's Apparel,Vanture,3.93,6.99,SUP171,51,573,,False,2024-03-04,Active
P02589,HOM-02589-4992,Harborlight Signature Closet Organizer,Home & Kitchen,Storage & Organization,Harborlight,15.38,23.99,SUP102,15,154,,False,2026-01-23,Active
P02590,SPO-02590-8743,Ashford X200 Camp Chair,Sports,Outdoor Recreation,Ashford,46.13,98.99,SUP239,29,122,,False,2025-11-12,Active
P02591,CLO-02591-3566,NorthPoint Pro Slim Fit Shirt,Clothing,Men's Apparel,NorthPoint,7.44,12.99,SUP236,2,189,,False,2025-06-21,Active
P02592,HOM-02592-6351,Amberfield Premium Sheet Set,Home & Kitchen,Bedding & Linens,Amberfield,4.21,9.99,SUP195,48,369,,False,2024-04-20,Active
P02593,BEA-02593-8430,Foundry Series 2 Lipstick Set,Beauty,Makeup,Foundry,15.28,29.99,SUP068,31,123,85.0,False,2025-07-11,Active
P02594,BOO-02594-1228,Fernwood Premium History Hardcover,Books,Non-Fiction,Fernwood,6.34,11.99,SUP034,58,468,,False,2025-02-03,Active
P02595,SPO-02595-6544,Brightline Classic Massage Roller,Sports,Yoga & Wellness,Brightline,14.97,24.99,SUP148,31,269,,False,2024-03-20,Active
P02596,HOM-02596-8965,Vaultis Max Sheet Set,Home & Kitchen,Bedding & Linens,Vaultis,18.33,27.99,SUP122,16,238,,True,2025-11-04,Seasonal
P02597,AUT-02597-3592,Ridgeline Compact Trunk Organizer,Automotive,Interior Accessories,Ridgeline,76.2,125.99,SUP192,72,63,,False,2026-01-10,Active
P02598,BEA-02598-2434,Ashford Lite Eyeshadow Palette,Beauty,Makeup,Ashford,6.13,15.99,SUP159,11,354,220.0,False,2025-05-24,Active
P02599,GRO-02599-8018,Harborlight Pro Popcorn Variety Pack,Grocery,Snacks,Harborlight,6.56,9.99,SUP148,26,424,191.0,True,2024-05-28,Seasonal
P02600,HOM-02600-4047,Ostrom Pro Sheet Set,Home & Kitchen,Bedding & Linens,Ostrom,27.53,45.99,SUP143,52,131,,False,2024-11-30,Active
P02601,TOY-02601-7376,Amberfield Lite Collectible Figure 3-Pack,Toys,Action Figures & Playsets,Amberfield,1.58,4.99,SUP150,52,424,,True,2025-05-08,Seasonal
P02602,GRO-02602-5419,Meridian Elite Oatmeal Packets,Grocery,Breakfast Foods,Meridian,3.01,4.45,SUP261,56,460,123.0,False,2025-04-14,Active
P02603,CLO-02603-6283,Vaultis Max Performance Tank,Clothing,Activewear,Vaultis,27.98,46.99,SUP034,54,194,,True,2025-06-23,Seasonal
P02604,HOM-02604-4321,Brightline Elite Coffee Maker,Home & Kitchen,Small Appliances,Brightline,18.82,26.99,SUP008,23,120,,False,2024-08-11,Active
P02605,SPO-02605-4991,BlueStone Everyday Plus Massage Roller,Sports,Yoga & Wellness,BlueStone,18.51,32.99,SUP052,60,118,,False,2025-12-27,Active
P02606,TOY-02606-1428,Driftwood Essential Kickball Set,Toys,Outdoor Play,Driftwood,5.47,13.99,SUP079,21,386,,False,2024-03-08,Active
P02607,GRO-02607-8628,Trailhaven Classic Granola Bites,Grocery,Snacks,Trailhaven,5.44,8.99,SUP171,62,273,374.0,False,2026-06-18,Active
P02608,PER-02608-4022,Kestrel Ultra Shaving Cream,Personal Care,Shaving & Grooming,Kestrel,2.83,5.99,SUP254,53,463,403.0,False,2025-01-11,Active
P02609,ELE-02609-2867,Silverpine Lite Phone Case,Electronics,Mobile Accessories,Silverpine,8.73,12.99,SUP206,18,251,,False,2026-01-26,Active
P02610,HOM-02610-1399,Fernwood Signature Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Fernwood,4.01,9.99,SUP298,31,494,,True,2024-02-23,Seasonal
P02611,BOO-02611-9156,Timbercrest Ultra Comic Anthology,Books,Comics & Graphic Novels,Timbercrest,1.86,3.99,SUP001,11,384,,False,2025-09-02,Active
P02612,SPO-02612-7506,BlueStone X200 Yoga Mat,Sports,Fitness Equipment,BlueStone,7.92,14.99,SUP042,16,330,,False,2026-06-12,Active
P02613,GRO-02613-6367,Palisade Everyday Plus Sports Drink Case,Grocery,Beverages,Palisade,3.59,5.12,SUP022,67,445,459.0,False,2026-05-25,Active
P02614,CLO-02614-5825,NorthPoint Lite Toddler Joggers,Clothing,Kids' Apparel,NorthPoint,14.81,30.99,SUP188,22,208,,False,2025-02-12,Active
P02615,GRO-02615-9502,Halcyon Ultra Olive Oil,Grocery,Pantry Staples,Halcyon,2.01,3.99,SUP115,46,727,545.0,True,2024-12-07,Seasonal
P02616,CLO-02616-7443,Trailhaven Pro Sandals,Clothing,Footwear,Trailhaven,10.99,20.99,SUP079,22,272,,False,2026-03-15,Discontinued
P02617,SPO-02617-9418,Vertex Signature Sleeping Bag,Sports,Outdoor Recreation,Vertex,14.44,27.99,SUP079,18,240,,False,2025-08-04,Active
P02618,PER-02618-5519,Vanture Max Body Wipes,Personal Care,Personal Hygiene,Vanture,2.57,4.99,SUP270,24,446,97.0,False,2026-05-18,Active
P02619,BEA-02619-1752,Quinley X200 Fragrance Gift Set,Beauty,Fragrances,Quinley,3.68,6.99,SUP019,13,576,460.0,False,2024-08-01,Active
P02620,BOO-02620-3319,BlueStone Classic Graphic Novel Vol. 1,Books,Comics & Graphic Novels,BlueStone,6.63,12.99,SUP079,22,352,,False,2025-02-13,Active
P02621,CLO-02621-4010,Vertex Everyday Blouse,Clothing,Women's Apparel,Vertex,4.99,12.99,SUP149,63,362,,False,2024-10-12,Active
P02622,GRO-02622-9113,Meridian Max Sparkling Water Case,Grocery,Beverages,Meridian,1.5,2.99,SUP115,40,726,220.0,False,2025-01-18,Active
P02623,GRO-02623-6896,Silverpine Premium Sparkling Water Case,Grocery,Beverages,Silverpine,14.57,20.99,SUP195,59,162,334.0,False,2026-03-07,Active
P02624,PER-02624-2639,Cedarwood Lite Omega-3 Softgels,Personal Care,Vitamins & Supplements,Cedarwood,11.73,23.99,SUP171,45,292,61.0,False,2026-03-25,Active
P02625,HOM-02625-2160,Novara Compact Storage Bin Set,Home & Kitchen,Storage & Organization,Novara,14.45,29.99,SUP241,24,169,,False,2025-06-26,Active
P02626,TOY-02626-5056,Novara Max STEM Building Kit,Toys,Educational Toys,Novara,8.13,18.99,SUP255,23,306,,False,2024-02-01,Discontinued
P02627,HOM-02627-5921,Copperfield Max Coffee Maker,Home & Kitchen,Small Appliances,Copperfield,30.46,62.99,SUP115,35,190,,False,2025-02-06,Active
P02628,TOY-02628-4795,Vanture Deluxe Counting Puzzle,Toys,Educational Toys,Vanture,4.2,8.99,SUP259,19,430,,False,2025-03-20,Active
P02629,HOM-02629-4072,BlueStone Signature Table Lamp,Home & Kitchen,Home Decor,BlueStone,8.0,15.99,SUP171,55,174,,False,2025-10-12,Active
P02630,PER-02630-6537,Willowbrook Premium Multivitamin Bottle,Personal Care,Vitamins & Supplements,Willowbrook,3.42,6.99,SUP258,42,646,414.0,False,2024-09-01,Active
P02631,SPO-02631-9993,Trailhaven Lite Foam Roller,Sports,Fitness Equipment,Trailhaven,113.8,197.99,SUP134,26,71,,False,2025-06-11,Active
P02632,ELE-02632-9217,Vertex Lite Soundbar,Electronics,Headphones & Audio,Vertex,31.45,59.99,SUP008,20,99,,False,2025-11-17,Active
P02633,SPO-02633-2803,Comet Series 2 Foam Roller,Sports,Fitness Equipment,Comet,8.45,13.99,SUP183,21,279,,False,2025-06-03,Active
P02634,BOO-02634-7916,Trailhaven Essential Language Learning Workbook,Books,Educational & Reference,Trailhaven,4.06,5.99,SUP289,34,372,,False,2026-02-02,Active
P02635,GRO-02635-1995,Solstice Pro Hot Sauce Set,Grocery,Condiments & Sauces,Solstice,3.82,5.99,SUP274,18,404,467.0,False,2024-08-18,Active
P02636,GRO-02636-1708,Foundry Everyday Pancake Mix,Grocery,Breakfast Foods,Foundry,1.5,2.99,SUP030,7,715,231.0,False,2025-07-19,Active
P02637,SPO-02637-5099,Solstice Elite Sleeping Bag,Sports,Outdoor Recreation,Solstice,26.37,52.99,SUP145,35,192,,False,2025-02-19,Discontinued
P02638,TOY-02638-3499,Sunneva Deluxe Collectible Figure 3-Pack,Toys,Action Figures & Playsets,Sunneva,2.57,4.99,SUP261,49,419,,False,2025-01-06,Active
P02639,GRO-02639-3194,Copperfield Deluxe Popcorn Variety Pack,Grocery,Snacks,Copperfield,4.33,5.99,SUP115,46,460,279.0,False,2025-01-21,Active
P02640,AUT-02640-6579,Palisade Everyday Plus Wheel Cleaner,Automotive,Tire & Wheel Care,Palisade,8.89,12.99,SUP153,40,324,,False,2025-05-21,Active
P02641,GRO-02641-8279,Ridgeline Deluxe Pasta Sauce Jar,Grocery,Condiments & Sauces,Ridgeline,5.36,7.99,SUP297,45,508,184.0,False,2025-04-12,Active
P02642,ELE-02642-5860,Meridian Premium Laptop Stand,Electronics,Laptop Accessories,Meridian,40.13,79.99,SUP143,52,100,,False,2025-06-07,Active
P02643,BOO-02643-1156,Comet Advanced Picture Book,Books,Children's Books,Comet,6.23,8.99,SUP042,15,246,,False,2026-05-25,Active
P02644,ELE-02644-9979,Halcyon Max Soundbar,Electronics,Headphones & Audio,Halcyon,14.1,21.99,SUP012,30,290,,False,2025-08-02,Active
P02645,GRO-02645-6869,Timbercrest Lite Rice 5lb Bag,Grocery,Pantry Staples,Timbercrest,2.48,4.99,SUP131,21,762,470.0,False,2025-05-13,Active
P02646,CLO-02646-4904,ClearPath Ultra High-Waist Jeans,Clothing,Women's Apparel,ClearPath,4.35,11.99,SUP152,11,500,,False,2026-04-21,Active
P02647,GRO-02647-4667,Glacier Ultra Granola Bites,Grocery,Snacks,Glacier,2.49,3.99,SUP274,18,496,517.0,False,2024-08-04,Active
P02648,HOM-02648-8089,Foundry Everyday Plus Comforter,Home & Kitchen,Bedding & Linens,Foundry,20.75,47.99,SUP236,2,240,,False,2024-08-15,Active
P02649,SPO-02649-9383,Ashford Lite Yoga Block Set,Sports,Yoga & Wellness,Ashford,12.35,24.99,SUP018,50,244,,False,2024-04-16,Active
P02650,CLO-02650-1596,Aurelia Ultra High-Waist Jeans,Clothing,Women's Apparel,Aurelia,12.27,33.99,SUP245,14,173,,False,2024-07-02,Active
P02651,AUT-02651-9222,Silverpine X200 Car Cover,Automotive,Exterior Accessories,Silverpine,8.95,13.99,SUP019,17,347,,False,2024-03-12,Active
P02652,BOO-02652-4922,Everline Classic Fantasy Trilogy Box Set,Books,Fiction,Everline,4.63,6.99,SUP008,22,384,,False,2024-06-22,Active
P02653,CLO-02653-8205,Ostrom Everyday Plus Running Shoes,Clothing,Footwear,Ostrom,16.87,29.99,SUP159,15,119,,False,2025-08-21,Active
P02654,GRO-02654-1373,Solstice Deluxe Salad Dressing Set,Grocery,Condiments & Sauces,Solstice,3.63,5.99,SUP158,21,552,340.0,False,2025-09-27,Active
P02655,TOY-02655-4866,Amberfield Advanced Model Kit,Toys,Building Sets,Amberfield,4.56,10.99,SUP080,5,500,,False,2025-08-13,Active
